imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category,gt,loa_m,beam_m,nav_status,built_year,age_years,compliance_risk_level
9458028,,AMARANTH,Танкер-химовоз / Продуктовоз (Chemical/Oil Products Tanker),6405.0,6.5,Кипр,vessel,42692.0,109.0,16.8,,2008.0,18.0,СРЕДНИЙ РИСК
9903970,,FRONT FEATURE,Нефтеналивной танкер (Crude Oil Tanker / Aframax LR2),109894.0,8.8,Маршалловы Острова,vessel,627952.0,250.0,44.0,,2021.0,5.0,НИЗКИЙ РИСК
9390769,,TORM LENE,Танкер-продуктовоз / Химовоз (MR Chemical/Product Tanker),53143.0,7.5,Дания (DIS — Danish International Ship Register),vessel,292832.0,183.0,32.2,,2008.0,18.0,НИЗКИЙ РИСК
9903970,,FRONT FEATURE,Нефтеналивной танкер (Crude Oil Tanker / Aframax LR2),109894.0,8.8,Маршалловы Острова (Marshall Islands),vessel,627952.0,249.95,44.0,,2021.0,5.0,СРЕДНИЙ РИСК
9797955,,BUANA DYNAMIC,Танкер-продуктовоз / SPOB (Oil Products Tanker),6813.0,,Индонезия,vessel,35802.0,89.0,22.25,,2016.0,10.0,НИЗКИЙ РИСК
9797943,,BUANA ENERGY,Танкер-продуктовоз / SPOB (Oil Products Tanker),6813.0,,Индонезия,vessel,35802.0,89.61,22.25,,2015.0,11.0,НИЗКИЙ РИСК
9797931,,SHAUN I,Танкер-продуктовоз / Бункеровщик,1772.0,2.0,Индия,vessel,13892.0,71.0,13.0,,2016.0,10.0,НИЗКИЙ РИСК
9701566,,TORM KIRSTEN,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114445.0,9.0,Дания (DIS),vessel,629142.0,251.98,45.0,,2015.0,11.0,НИЗКИЙ РИСК
9989560,,XT PROSPERITY,"Химовоз / Танкер-продуктовоз (Chemical/Oil Products Tanker, HAZ-D)",13185.0,7.0,Либерия,vessel,92352.0,133.23,21.5,,2024.0,2.0,НИЗКИЙ РИСК
9990155,,SUPREME 01,Танкер-продуктовоз / Бункеровщик (Oil Products Tanker),630.0,,Индонезия,vessel,3152.0,,,,2022.0,4.0,
9989558,,CHANG LONG 75,Химовоз (Chemical Tanker),7469.0,5.6,Китай,vessel,58682.0,119.88,18.0,,2023.0,3.0,
9341689,,LNG JUPITER,Газовоз (LNG Tanker),81950.0,,Багамские Острова,vessel,121675.0,289.5,49.0,,2009.0,17.0,НИЗКИЙ РИСК
9696149,,LNG SATURN,Газовоз (LNG Tanker),86044.0,11.4,Багамские Острова,vessel,136739.0,288.0,48.94,,2016.0,10.0,НИЗКИЙ РИСК
1065851,,RASHEEDA,Танкер-продуктовоз (Oil Products Tanker),6612.0,4.3,Гамбия,vessel,42752.0,114.5,16.0,,2004.0,22.0,ВЫСОКИЙ РИСК
9874466,,DIAMOND GAS VICTORIA,Газовоз (LNG Tanker),89760.0,11.9,Сингапур,vessel,117564.0,297.16,46.4,,2021.0,5.0,НИЗКИЙ РИСК
9884174,,GRACE EMILIA,Газовоз (LNG Tanker),89730.0,11.7,Багамские Острова,vessel,1175642.0,297.16,46.4,,2021.0,5.0,НИЗКИЙ РИСК
9902756,,VIVIT ARABIA LNG,Газовоз (LNG Tanker),92855.0,9.9,Либерия,vessel,1162992.0,299.0,46.4,,2022.0,4.0,НИЗКИЙ РИСК
9714288,,SERI CENDERAWASIH,Газовоз (LNG Tanker),84303.0,11.4,Малайзия,vessel,1339482.0,290.0,46.4,,2017.0,9.0,НИЗКИЙ РИСК
9972218,,AMARYLLIS KNUTSEN,Газовоз (LNG Tanker),95501.0,,Франция (высокая правовая юрисдикция),vessel,1141002.0,299.0,46.0,,2025.0,,
9962433,,WOODSIDE BARRUMBARA,Газовоз (LNG Tanker),93900.0,9.2,Бермудские Острова,vessel,1151832.0,295.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9981386,,AL ZORE,Газовоз (LNG Tanker),87405.0,,Франция,vessel,1143212.0,300.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9736808,,GLOVIS STAR,Автомобилевоз (Vehicles Carrier),20941.0,8.6,Багамские Острова,vessel,711772.0,199.97,35.4,,2016.0,10.0,НИЗКИЙ РИСК
9672820,,CESI GLADSTONE,Газовоз (LNG Tanker),95634.0,11.3,Гонконг (Китай),vessel,1133972.0,289.96,45.6,,2016.0,10.0,НИЗКИЙ РИСК
9672832,,CESI QINGDAO,Газовоз (LNG Tanker),95641.0,,Гонконг,vessel,1133972.0,289.96,45.6,,2017.0,9.0,СРЕДНИЙ РИСК
9750220,,PAN ASIA,Газовоз (LNG Tanker),88613.0,9.4,Гонкон г,vessel,1149962.0,290.1,46.95,,2017.0,9.0,НИЗКИЙ РИСК
9834325,,LNG MEGREZ,Газовоз (LNG Tanker),91430.0,,Гонконг,vessel,1147902.0,295.04,45.0,,2020.0,6.0,СРЕДНИЙ РИСК
9915894,,SHAOLIN,Газовоз (LNG Tanker),91752.0,,Гонконг,vessel,1141812.0,294.0,45.0,,2022.0,4.0,НИЗКИЙ РИСК
9209996,,SHAOLIN (ранее ANDINO NU),Химический танкер / танкер для нефтепродуктов,12288.0,,Кипр,vessel,,124.02,20.6,,1999.0,27.0,ВЫСОКИЙ РИСК
1024754,,TIANSHAN,Газовоз (LNG Tanker),91033.0,,Гонконг,vessel,1147092.0,295.0,45.0,,2026.0,,НИЗКИЙ РИСК
9975337,,AGAMEMNON,"Газовоз (LNG Tanker, HAZ-D)",93000.0,9.2,Мальта,vessel,1160002.0,299.0,46.0,,2026.0,,НИЗКИЙ РИСК
9992880,,MUSCAT,Газовоз (LNG Tanker / New Panamax),92040.0,,Маршалловы Острова,vessel,1160002.0,289.9,46.1,,2026.0,,НИЗКИЙ РИСК
9737204,,SENWA MARU,Нефтеналивной танкер (маломерный),1234.0,,Япония,vessel,4982.0,64.0,10.0,,2014.0,12.0,НИЗКИЙ РИСК
9761815,,SK SPICA,Газовоз (LNG Tanker),93167.0,,Неопределен (последние данные указывали на Панаму),vessel,1156102.0,296.0,45.6,,2018.0,8.0,ВЫСОКИЙ РИСК
9001772,,LARA,LNG Tanker (Газовоз),48817.0,,Коморские Острова (типичный флаг для «серого» флота),vessel,,239.0,40.0,,1993.0,33.0,ВЫСОКИЙ РИСК
9400978,,CENTAURUS (ранее OCEAN SUCCESS),Танкер-химовоз / нефтепродуктовоз,16622.0,,"Либерия (удобный флаг, стандарт для коммерческого флота)",vessel,119992.0,144.22,22.99,,2012.0,14.0,СРЕДНИЙ РИСК
9810549,,PRISM AGILITY,Газовоз (LNG Tanker),97494.0,9.4,Панама,vessel,1221662.0,298.97,48.0,,2019.0,7.0,НИЗКИЙ РИСК
9275074,,PIONEER KNUTSEN,Маломерный танкер (нефтепродукты/химия),817.0,,Норвегия,vessel,16872.0,69.0,11.8,,2004.0,22.0,НИЗКИЙ РИСК
9635834,,HAFNIA CHEETAH (ранее BW CHEETAH),Танкер для химических/нефтепродуктов (MR Tanker),49999.0,12.5,Сингапур (высший уровень комплаенса),vessel,297372.0,183.0,32.2,,2014.0,12.0,НИЗКИЙ РИСК
9640023,,COOL EXPLORER,"Газовоз (LNG Tanker, HAZ-C)",81893.0,11.6,Мальта,vessel,1020972.0,280.57,43.4,,2015.0,11.0,НИЗКИЙ РИСК
9744013,,GASLOG GENOA,Газовоз (LNG Tanker),88016.0,9.6,Бермудские острова,vessel,115024.0,293.16,45.8,,2018.0,8.0,НИЗКИЙ РИСК
9744025,,GASLOG GLADSTONE,"Газовоз (LNG Tanker, HAZ-D)",87955.0,11.0,Бермудские острова,vessel,1150242.0,293.16,45.8,,2019.0,7.0,НИЗКИЙ РИСК
9350927,,TRINITY GLORY,Газовоз (LNG Tanker),79605.0,,Панама (удобный флаг),vessel,1011262.0,289.93,44.7,,2009.0,17.0,ВЫСОКИЙ РИСК
9879698,,ADAMASTOS,Газовоз (LNG Tanker),93566.0,,Мальта,vessel,1165812.0,299.06,46.4,,2021.0,5.0,НИЗКИЙ РИСК
9862906,,ARISTIDIS I,Газовоз (LNG Tanker),93368.0,9.7,Мальта,vessel,1165812.0,299.01,46.4,,2021.0,5.0,НИЗКИЙ РИСК
9995727,,ALCAIOS I,Газовоз (LNG Tanker / New Panamax),82000.0,,Маршалловы Острова,vessel,1190002.0,299.0,46.0,,2026.0,,НИЗКИЙ РИСК
9736810,,GLOVIS SIGMA,Автовоз (Pure Car and Truck Carrier — PCTC),20970.0,,Багамские острова,vessel,,199.97,35.4,,2016.0,10.0,
9666998,,LNG JUROJIN,Газовоз (LNG Tanker),86121.0,10.3,Багамские острова,vessel,1367392.0,288.0,48.94,,2015.0,11.0,НИЗКИЙ РИСК
9893606,,LNG ENDEAVOUR,Газовоз (LNG Tanker),88798.0,11.6,Франция,vessel,1154082.0,293.0,45.8,,2021.0,5.0,НИЗКИЙ РИСК
9992244,,FRONTIER LNG,Газовоз (LNG Tanker),92232.0,9.0,Маршалловы Острова,vessel,1103072.0,290.0,46.0,,2026.0,,НИЗКИЙ РИСК
9874492,,LNG MEKONG,Газовоз (LNG Tanker),88775.0,10.1,Франция,vessel,1154082.0,293.0,45.8,,2020.0,6.0,НИЗКИЙ РИСК
9970674,,VANTAGE LNG,Газовоз (LNG Tanker),85000.0,9.6,Маршалловы Острова,vessel,1150002.0,295.0,46.0,,2026.0,,НИЗКИЙ РИСК
9977270,,AL SAILIYA,Газовоз (LNG Tanker),87986.0,9.4,Либерия,vessel,1157282.0,290.0,45.8,,2025.0,1.0,НИЗКИЙ РИСК
9986063,,BU NAKHLAH,Газовоз (LNG Tanker / New Panamax),94326.0,11.6,Либерия,vessel,1149832.0,295.0,47.0,,2025.0,1.0,НИЗКИЙ РИСК
9947639,,VANTAGE LNG (Correction: Реестровое имя — LNG INDUS),Газовоз (LNG Tanker / New Panamax),93800.0,11.2,Либерия,vessel,1185002.0,299.0,46.0,,2026.0,,НИЗКИЙ РИСК
9957751,,DONG GUI 18,Танкер-продуктовоз (Chemical/Oil Products Tanker),7498.0,4.2,Китай,vessel,59902.0,112.9,17.8,,2023.0,3.0,СРЕДНИЙ РИСК
9974151,,PUTERI PERAK,Газовоз (LNG Tanker),89183.0,11.5,Либерия,vessel,1152512.0,290.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9977311,,UMM AL ZUBAR,"Газовоз (LNG Tanker, HAZ-D)",87883.0,9.6,Либерия,vessel,1157282.0,290.0,46.0,,2026.0,,НИЗКИЙ РИСК
9977268,,LESHATT,Газовоз (LNG Tanker),88000.0,11.5,Либерия,vessel,1157282.0,290.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9972361,,HL EDWARD AUSTIN,Газовоз (LNG Tanker),89033.0,9.1,Либерия,vessel,1156772.0,290.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9972359,,HL ALYSSA WARNER,Газовоз (LNG Tanker),89033.0,11.2,Либерия,vessel,1156772.0,293.0,46.0,,2025.0,1.0,НИЗКИЙ РИСК
9977323,,UMM HEESH,Газовоз (LNG Tanker),80000.0,9.1,Либерия,vessel,1120002.0,290.0,46.0,,2026.0,,НИЗКИЙ РИСК
9975519,,GASLOG RIVIERA,Газовоз (LNG Tanker),92000.0,9.1,Франция,vessel,1180002.0,300.0,46.0,,2026.0,,НИЗКИЙ РИСК
9441192,,NORDIC C,Танкер для перевозки сырой нефти (Crude Oil Tanker),73766.0,12.2,Либерия,vessel,420102.0,229.0,32.26,,2009.0,17.0,СРЕДНИЙ РИСК
9796822,,NORDIC CALLAO,Танкер-продуктовоз / Химический танкер (Chemical/Oil Products Tanker),26029.0,8.5,Панама,vessel,165722.0,159.0,27.1,,2019.0,7.0,СРЕДНИЙ РИСК
9796810,,NORDIC COPENHAGEN,Танкер-продуктовоз / Химический танкер (Chemical/Oil Products Tanker),26024.0,9.8,Панама,vessel,165722.0,159.0,27.1,,2019.0,7.0,СРЕДНИЙ РИСК
9893046,,PACIFIC DIAMOND,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),113306.0,9.3,Маршалловы Острова,vessel,635552.0,250.0,44.0,,2021.0,5.0,СРЕДНИЙ РИСК
9995739,,ANTAIOS I,Газовоз (LNG Tanker),82000.0,,Мальта,vessel,1190002.0,,,,2026.0,,НИЗКИЙ РИСК
9977335,,UMM AL SHUBRUM,Газовоз (LNG Tanker),80000.0,9.2,Либерия,vessel,1120002.0,290.0,46.0,,2026.0,,НИЗКИЙ РИСК
1033810,,PSERIMOS,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),113595.0,11.9,Мальта,vessel,635192.0,249.0,44.0,,2026.0,,НИЗКИЙ РИСК
9752278,,ETHANE CRYSTALIMO номер: 9752278,Газовоз для перевозки этана / СУГ (VLEC — Very Large Ethane Carrier / LPG Tanker),59087.0,9.5,Маршалловы Острова,vessel,575092.0,227.86,36.5,,2016.0,10.0,СРЕДНИЙ РИСК
9235268,,SA EUROPE,Плавучая установка для хранения и отгрузки нефти (FSO / Oil Service).,441561.0,19.0,Багамские острова.,vessel,234006.0,380.0,68.0,,2002.0,24.0,НИЗКИЙ РИСК
9224752,,FSO ASIA,Плавучая установка для хранения и отгрузки нефти (FSO / Oil Service).,432023.0,23.5,Маршалловы Острова.,vessel,236638.0,380.0,68.0,,2002.0,24.0,НИЗКИЙ РИСК
9224764,,FSO AFRICA,Плавучая установка для хранения и отгрузки нефти (FSO / Oil Service).,432023.0,18.5,Маршалловы Острова.,vessel,236638.0,378.4,68.0,,2002.0,24.0,НИЗКИЙ РИСК
9713624,,EPIC SULA,Газовоз для перевозки СУГ (LPG Tanker).,8989.0,6.4,Сингапур.,vessel,8359.0,119.99,21.0,,2015.0,11.0,СРЕДНИЙ РИСК
9299719,,OTLA,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,110043.0,8.5,"Зимбабве (AIS), Коморские острова (регистр).",vessel,57248.0,243.97,42.03,,2005.0,21.0,ВЫСОКИЙ РИСК
9270529,,KRYMSKIMO номер: 9270529,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,115663.0,8.5,Россия (ранее Либерия).,vessel,62395.0,250.0,44.0,,2003.0,23.0,ВЫСОКИЙ РИСК
9289752,,SAVITRI,Танкер для перевозки нефтепродуктов (Oil Products Tanker / Panamax).,73788.0,12.8,Сьерра-Леоне.,vessel,42877.0,228.0,32.24,,2005.0,21.0,ВЫСОКИЙ РИСК
9171175,,CILICIA,Танкер-химовоз / нефтепродуктовоз (Chemical/Oil Products Tanker).,19740.0,7.0,Россия.,vessel,13846.0,157.4,24.5,,2000.0,26.0,ВЫСОКИЙ РИСК
9915090,,SAAM FSU,Плавучая установка для хранения СПГ (FSU — Floating Storage Unit).,192072.0,12.0,Россия.,vessel,251053.0,400.0,60.0,,2023.0,,ВЫСОКИЙ РИСК
9256858,,INDA,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,115418.0,,Россия.,vessel,61991.0,249.0,44.0,,2003.0,23.0,
9333436,,SOLARIS,Танкер для перевозки нефтепродуктов (Oil Products Tanker / MR2).,47095.0,8.1,Оман.,vessel,29844.0,183.0,32.2,,2007.0,19.0,ВЫСОКИЙ РИСК
9687992,,ORENBURGIMO номер: 9687992,Танкер-химовоз / нефтепродуктовоз (Chemical/Oil Products Tanker).,6407.0,2.9,Россия.,vessel,4794.2,139.9,16.7,,2014.0,12.0,СРЕДНИЙ РИСК
9256834,,SYNERGY STAR,Танкер-химовоз / нефтепродуктовоз (Chemical/Oil Products Tanker).,21081.0,10.1,Маршалловы Острова.,vessel,13425.0,161.23,23.0,,2003.0,23.0,НИЗКИЙ РИСК
9039755,,TRANS OCEAN,Танкер-химовоз / нефтепродуктовоз (Chemical/Oil Products Tanker).,6783.0,,Камерун.,vessel,4433.0,106.82,17.73,,1992.0,34.0,
9312884,,KEMEROVO,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,109919.0,8.1,Россия.,vessel,57248.0,243.97,42.0,,2007.0,19.0,ВЫСОКИЙ РИСК
9299692,,CELT,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,109919.0,8.5,Оман.,vessel,57248.0,244.0,42.0,,2005.0,21.0,ВЫСОКИЙ РИСК
9333424,,PHOTON,Танкер для перевозки нефтепродуктов (Oil Products Tanker / MR2).,47218.0,7.3,Камерун.,vessel,29844.0,183.0,32.2,,2007.0,19.0,ВЫСОКИЙ РИСК
9224439,,CAROLINE BEZENGI,Танкер класса Suezmax для перевозки сырой нефти.,159168.0,15.9,Камерун.,vessel,81085.0,274.48,48.0,,2001.0,25.0,ВЫСОКИЙ РИСК
9243320,,YEHOPE,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,99999.0,14.2,Барбадос.,vessel,57095.0,244.0,42.0,,2003.0,23.0,СРЕДНИЙ РИСК
