imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category
9362877,,YAKUMOSAN,Танкер для перевозки сырой нефти (VLCC),302165.0,,Маршалловы острова,oil_tanker
9343390,,TENJUN,Танкер для перевозки сырой нефти (VLCC),302107.0,,Панама,oil_tanker
9343405,636021039.0,TAMBA,Crude Oil Tanker (VLCC),302107.0,,Либерия,oil_tanker
9941673,,HELIOS,Нефтяной танкер (VLCC — Very Large Crude Carrier),302093.0,20.5,"Багамские острова Основные габариты: Длина общая (LOA) — 330.00 м, ширина — 60.00 м",oil_tanker
1015258,,PARNASSOS,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),302062.0,11.0,Багамские Острова,oil_tanker
9397779,,FPMC C INTELLIGENCE,Нефтяной танкер (VLCC — Very Large Crude Carrier),301861.0,17.9,Либерия,oil_tanker
9419967,,SINGAPORE PROSPERITY,Нефтяной танкер (VLCC — Very Large Crude Carrier),301861.0,11.0,Либерия,oil_tanker
9447574,636014909.0,FPMC C LORD,Crude Oil Tanker (VLCC — крупнотоннажный танкер для перевозки сырой нефти),301861.0,10.5,ЛИБЕРИЯ (LIBERIA),oil_tanker
9407316,636014592.0,FPMC C JADE,Crude Oil Tanker (танкер для сырой нефти класса VLCC),301785.0,19.3,Либерия,oil_tanker
9012915,,RANI,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",301686.0,,Греция (GR),oil_tanker
9454486,,TANGOТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),301661.0,10.8,"Япония (Japan) IMO номер: 9454486 Год постройки: 2009 (верфь JMU Kure Shipyard, Япония)",oil_tanker
9391775,372324000.0,BASRAH ENERGY,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",301583.0,10.6,Панама (PA),oil_tanker
9788875,,CARIBBEAN GLORY,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),301528.0,11.0,Панама,oil_tanker
9788899,,FRONT PRINCE,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),301187.0,20.2,Маршалловы Острова,oil_tanker
9794812,,UNIVERSAL HONOR,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),301123.0,21.0,Либерия,oil_tanker
9789271,538009824.0,MELODY HOPE,"Crude Oil Tanker (супертанкер, VLCC)",300927.0,20.6,Маршалловы Острова,oil_tanker
9329796,,KIKU,Нефтяной танкер (VLCC — Very Large Crude Carrier),300866.0,11.0,Панама,oil_tanker
9929651,,C. EARNEST,Нефтяной танкер (VLCC — Very Large Crude Carrier),300795.0,11.0,Либерия,oil_tanker
9854703,,ZAYNAHТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier),Нефтяной танкер (VLCC — Very Large Crude Carrier),300759.0,,"Саудовская Аравия IMO номер: 9854703 Год постройки: 2019 (верфь Daewoo Shipbuilding & Marine Engineering, Южная Корея)",oil_tanker
9264881,620800058.0,OMRA (ранее WEN HU [название на корпусе в image_4148a1.jpg]),"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",300544.0,20.5,Коморские острова (KM),oil_tanker
9334210,353841000.0,IDEMITSU MARU,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",300433.0,11.0,Панама (PA),oil_tanker
9244623,,HARMONY STAR,FSO (Floating Storage and Offloading unit — плавучее нефтехранилище),300373.0,16.3,Панама,oil_tanker
9102277,620999528.0,"ITAUGUA (исторические названия: CINNAMON, PERON, LILA ROME)","Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",300361.0,,Коморские острова (KM),oil_tanker
9851830,,HILI (ранее HUNTER ATLA),Танкер для перевозки сырой нефти (VLCC),300300.0,,Либерия,oil_tanker
9933640,,(Согласно IMO 9933640) — APOLLON,Супертанкер для сырой нефти (VLCC — Very Large Crude Carrier),300000.0,,Маршалловы Острова,oil_tanker
9229439,350161000.0,,Crude Oil Tanker (Супертанкер класса VLCC),299999.0,20.3,,oil_tanker
9387578,,NUSHEN,Супертанкер (VLCC — Very Large Crude Carrier),299999.0,,Барбадос,oil_tanker
9623685,,ANGOLA B (ранее TEXAS),Танкер для перевозки сырой нефти (VLCC),299999.0,,Либерия,oil_tanker
9723083,,DONOUSSAТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),299999.0,11.0,"Франция IMO номер: 9723083 Год постройки: 2016 (верфь Daewoo Shipbuilding & Marine Engineering, Южная Корея)",oil_tanker
9723095,,FRONT TAY,Нефтяной танкер (VLCC — Very Large Crude Carrier),299999.0,11.0,Маршалловы Острова,oil_tanker
9828338,241622000.0,ASCONA,Crude Oil Tanker (танкер для перевозки сырой нефти),299999.0,19.9,Греция,oil_tanker
9877781,,FRONT MORGAN,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),299999.0,11.0,Маршалловы острова,oil_tanker
9923487,,YIANNIS LATSIS,Нефтяной танкер (VLCC — Very Large Crude Carrier),299999.0,20.5,Греция,oil_tanker
9302023,621819085.0,,Oil Tanker,299998.0,21.0,Джибути (DJI).,oil_tanker
9930777,241809000.0,ANTONIS I. ANGELICOUSSIS,"Crude Oil Tanker (танкер для перевозки сырой нефти, класс VLCC)",299998.0,11.1,Греция,oil_tanker
9870824,,SURТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),299997.0,11.0,"Маршалловы острова (Marshall Islands) IMO номер: 9870824 Год постройки: 2020 (верфь Hyundai Heavy Industries, Южная Корея)",oil_tanker
9855331,,FRONT EIRA,Нефтяной танкер (VLCC — Very Large Crude Carrier),299995.0,11.0,Либерия,oil_tanker
9858034,,VIRTUS ET LABOR,Супертанкер (VLCC — Very Large Crude Carrier),299995.0,,Маршалловы острова,oil_tanker
9251597,,NEW DYNASTY (исторически: PERSEUS TRADER),Танкер для перевозки сырой нефти (VLCC),299992.0,20.8,Панама,oil_tanker
9526461,,SOUTH AFRICA PROSPERITY (ранее ITHAKI),Танкер для перевозки сырой нефти (VLCC),299992.0,11.0,Либерия,oil_tanker
9183934,,"FELICITY (ранее LEYCOTHEA, URAL)",Танкер для перевозки сырой нефти (VLCC),299990.0,,Иран,oil_tanker
9597252,,MOROCCO PROSPERITY (бывшее название: EAGLE VARNA),Нефтяной танкер класса VLCC (Very Large Crude Carrier),299989.0,11.0,Либерия,oil_tanker
9877755,,SEAVOICE,Нефтяной танкер (VLCC — Very Large Crude Carrier),299989.0,21.6,Мальта,oil_tanker
9905459,,ALEXANDROSТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),299989.0,21.4,Либерия IMO номер: 9905459 Год постройки: 2022,oil_tanker
9909807,,GRAND AMBITION,Танкер для сырой нефти (Crude Oil Tanker / VLCC),299988.0,19.8,Панама,oil_tanker
9915569,,GRAND BONANZA,Танкер для перевозки сырой нефти (VLCC),299988.0,21.0,Панама,oil_tanker
9920784,,FRONT TWEED,Нефтяной танкер (VLCC — Very Large Crude Carrier),299986.0,19.8,Мальта,oil_tanker
9259343,613617404.0,LORIAN (ранее эксплуатировалось под именами NEW NAXOS и VEGA TRADER),"Crude Oil Tanker (супертанкер для сырой нефти, класс VLCC)",299985.0,,Камерун,oil_tanker
9762986,,DHT HARRIER,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),299985.0,11.0,Маршалловы острова,oil_tanker
9597276,,EAGLE VERSAILLES,Нефтяной танкер (VLCC — Very Large Crude Carrier),299984.0,14.2,Сингапур,oil_tanker
9905447,636021827.0,ADAMANTIOS,"Crude Oil Tanker (супертанкер для сырой нефти, класс VLCC)",299984.0,11.0,Либерия,oil_tanker
9727015,,SEAWAYS HENDRICKS,Танкер для сырой нефти (Crude Oil Tanker),299983.0,9.3,Маршалловы Острова,oil_tanker
9898553,,FRONT MAINE (ранее DICKENS),Танкер для сырой нефти (VLCC — Very Large Crude Carrier),299982.0,,Маршалловы острова,oil_tanker
9837597,,UNIVERSAL LEADER,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),299981.0,20.3,Республика Корея (South Korea),oil_tanker
9837614,,UNIVERSAL PARTNER,Танкер для сырой нефти (Crude Oil Tanker / VLCC),299981.0,20.4,Республика Корея (South Korea),oil_tanker
9933664,,FRONT ORKLAТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier),Нефтяной танкер (VLCC — Very Large Crude Carrier),299976.0,11.0,Кипр IMO номер: 9933664 Год постройки: 2023,oil_tanker
9931343,,G.HOPE,Танкер для сырой нефти (VLCC — Very Large Crude Carrier),299945.0,20.2,Панама,oil_tanker
9885594,,,Oil Tanker,299942.0,11.0,Маршалловы Острова.,oil_tanker
9905100,,VINCERE,Супертанкер для сырой нефти (VLCC — Very Large Crude Carrier),299936.0,21.7,Маршалловы острова,oil_tanker
9283801,,NOVA,Супертанкер для перевозки сырой нефти (VLCC).,299868.0,19.8,Панама (смена с Кюрасао).,oil_tanker
9845221,,V. ADVANCEТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier),Нефтяной танкер (VLCC — Very Large Crude Carrier),299682.0,10.8,"Маршалловы острова IMO номер: 9845221 Год постройки: 2019 (верфь Hyundai Samho Heavy Industries, Южная Корея)",oil_tanker
9733947,,DHT JAGUAR,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC),299629.0,,"Маршалловы острова IMO номер: 9733947 Год постройки: 2015 (верфь Hyundai Heavy Industries, Южная Корея)",oil_tanker
9733959,,DHT TIGER,Нефтяной танкер (VLCC — Very Large Crude Carrier),299629.0,11.0,Маршалловы острова,oil_tanker
9733961,,DHT LEOPARD,Нефтяной танкер (VLCC — Very Large Crude Carrier),299629.0,11.0,Маршалловы Острова,oil_tanker
9933561,,ADVANTAGE VITAL,Нефтяной танкер (VLCC — Very Large Crude Carrier),299590.0,11.0,Маршалловы острова,oil_tanker
9933602,,EAGLE VELLORE,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),299554.0,14.5,Малайзия,oil_tanker
9829370,636022827.0,UNIVERSAL INNOVATOR,Crude Oil Tanker (танкер для перевозки сырой нефти),299546.0,11.0,Либерия,oil_tanker
9221918,,KITAKAZE,Танкер для сырой нефти (Crude Oil Tanker),299498.0,10.7,Джибути,oil_tanker
9928011,,HABSHAN,Танкер для сырой нефти (Crude Oil Tanker),299425.0,21.7,Либерия,oil_tanker
9845154,,V. PROGRESS,Нефтяной танкер (VLCC — Very Large Crude Carrier),299420.0,11.0,Республика Корея (Южная Корея),oil_tanker
9933614,,EAGLE VENTURA,Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier),299407.0,21.1,Сингапур,oil_tanker
9933585,538010089.0,SEAWAYS ENTERPRISE,Crude Oil Tanker (класс VLCC — Very Large Crude Carrier),299365.0,11.1,Маршалловы Острова,oil_tanker
9771339,,FRONT DUKE,Танкер для сырой нефти (VLCC — крупнотоннажный танкер),299334.0,11.0,Маршалловы острова,oil_tanker
9709087,,VIETNAM PROSPERITY,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),299320.0,11.2,Либерия,oil_tanker
9924510,,HYUNDAI ULSAN 3257,"Нефтяной танкер (Crude Oil Tanker, VLCC)",299279.0,,Неизвестен (по данным AIS),oil_tanker
